query,latency_sec
"(""financial auditing"" OR ""investment planning"") AND ""regulatory compliance""",0.02045607566833496
"(""earthquake preparedness"" OR ""flood management"") AND ""emergency response""",0.017159223556518555
"(""corporate crime"" OR ""financial fraud"") AND NOT ""minor offenses""",0.020208358764648438
"(""environmental law"" OR ""pollution control"") AND ""government policy""",0.019583940505981445
"(""disaster preparedness"" OR ""emergency evacuation"") AND ""community safety""",0.016879796981811523
"(""healthcare access"" OR ""hospital readiness"") AND ""rural areas""",0.01448202133178711
"(""economic policy"" OR ""budget planning"") AND ""national development""",0.015798091888427734
"(""climate change mitigation"" OR ""renewable energy"") AND ""policy enforcement""",0.014559507369995117
"(""crime prevention"" OR ""police monitoring"") AND ""urban safety""",0.018817663192749023
"(""pandemic response"" OR ""healthcare readiness"") AND ""public health""",0.0186922550201416
"(""school education"" OR ""student wellbeing"") AND ""policy reform""",0.01569962501525879
"(""corporate governance"" OR ""fraud investigation"") AND ""financial regulation""",0.013643026351928711
"(""emergency response"" OR ""disaster relief"") AND ""community planning""",0.01933121681213379
"(""environmental conservation"" OR ""biodiversity protection"") AND ""policy enforcement""",0.014815807342529297
"(""teacher training"" OR ""curriculum assessment"") AND ""school performance""",0.012239456176757812
"(""economic growth"" OR ""investment strategy"") AND ""finance policy""",0.01187276840209961
"(""climate adaptation"" OR ""sustainable development"") AND ""urban planning""",0.01823139190673828
"(""crime trends"" OR ""law enforcement"") AND ""technology use""",0.0176239013671875
"(""pandemic prevention"" OR ""vaccine deployment"") AND ""healthcare system""",0.028041601181030273
"(""flood management"" OR ""storm preparedness"") AND ""emergency services""",0.018213987350463867
"(""student assessment"" OR ""school infrastructure"") AND ""education quality""",0.021691560745239258
"(""corporate fraud"" OR ""financial misconduct"") AND ""regulatory compliance""",0.012508153915405273
"(""disaster relief"" OR ""emergency management"") AND ""community response""",0.018158435821533203
"(""environmental law"" OR ""pollution control"") AND ""government enforcement""",0.01868271827697754
"(""teacher training"" OR ""curriculum development"") AND ""school quality""",0.012836933135986328
"(""economic policy"" OR ""budget allocation"") AND ""national planning""",0.015224695205688477
"(""climate change mitigation"" OR ""renewable energy"") AND ""policy enforcement""",0.018645286560058594
"(""crime prevention"" OR ""police monitoring"") AND ""urban safety""",0.013036489486694336
"(""pandemic response"" OR ""healthcare readiness"") AND ""public health""",0.013025045394897461
"(""school education"" OR ""student wellbeing"") AND ""policy reform""",0.014920711517333984
"(""corporate governance"" OR ""fraud investigation"") AND ""financial regulation""",0.016408205032348633
"(""emergency response"" OR ""disaster relief"") AND ""community planning""",0.012598752975463867
"(""environmental conservation"" OR ""biodiversity protection"") AND ""policy enforcement""",0.014673948287963867
"(""teacher training"" OR ""curriculum assessment"") AND ""school performance""",0.015129327774047852
"(""economic growth"" OR ""investment strategy"") AND ""finance policy""",0.018038511276245117
"(""climate adaptation"" OR ""sustainable development"") AND ""urban planning""",0.012511014938354492
"(""crime trends"" OR ""law enforcement"") AND ""technology use""",0.011694908142089844
"(""pandemic prevention"" OR ""vaccine deployment"") AND ""healthcare system""",0.013343572616577148
"(""flood management"" OR ""storm preparedness"") AND ""emergency services""",0.012732505798339844
"(""student assessment"" OR ""school infrastructure"") AND ""education quality""",0.014091730117797852
"(""corporate fraud"" OR ""financial misconduct"") AND ""regulatory compliance""",0.021373987197875977
"(""disaster relief"" OR ""emergency management"") AND ""community response""",0.014856815338134766
"(""environmental law"" OR ""pollution control"") AND ""government enforcement""",0.014947891235351562
"(""teacher training"" OR ""curriculum development"") AND ""school quality""",0.017915010452270508
"(""economic policy"" OR ""budget allocation"") AND ""national planning""",0.013919353485107422
"(""climate change mitigation"" OR ""renewable energy"") AND ""policy enforcement""",0.017693519592285156
"(""crime prevention"" OR ""police monitoring"") AND ""urban safety""",0.014197587966918945
"(""pandemic response"" OR ""healthcare readiness"") AND ""public health""",0.015808582305908203
"(""school education"" OR ""student wellbeing"") AND ""policy reform""",0.02149486541748047
"(""corporate governance"" OR ""fraud investigation"") AND ""financial regulation""",0.01523590087890625
"(""emergency response"" OR ""disaster relief"") AND ""community planning""",0.019347429275512695
"(""environmental conservation"" OR ""biodiversity protection"") AND ""policy enforcement""",0.016829967498779297
"(""teacher training"" OR ""curriculum assessment"") AND ""school performance""",0.02583599090576172
"(""economic growth"" OR ""investment strategy"") AND ""finance policy""",0.012078523635864258
"(""climate adaptation"" OR ""sustainable development"") AND ""urban planning""",0.01811528205871582
"(""crime trends"" OR ""law enforcement"") AND ""technology use""",0.02795863151550293
"(""pandemic prevention"" OR ""vaccine deployment"") AND ""healthcare system""",0.026842117309570312
"(""flood management"" OR ""storm preparedness"") AND ""emergency services""",0.014902114868164062
"(""student assessment"" OR ""school infrastructure"") AND ""education quality""",0.01661992073059082
"(""corporate fraud"" OR ""financial misconduct"") AND ""regulatory compliance""",0.011890411376953125
"(""disaster relief"" OR ""emergency management"") AND ""community response""",0.015488386154174805
"(""environmental law"" OR ""pollution control"") AND ""government enforcement""",0.012870550155639648
"(""teacher training"" OR ""curriculum development"") AND ""school quality""",0.020596742630004883
"(""economic policy"" OR ""budget allocation"") AND ""national planning""",0.017606258392333984
"(""climate change mitigation"" OR ""renewable energy"") AND ""policy enforcement""",0.013112545013427734
